"","alpha","efe_1","T","y_2","final_reg_quant","gamma_0","gamma_1","predicted"
"22",-4.21136826481556,-4.65390261227771,"t4921",-1.25157340554072,-3.43063819604407,-3.40480255304963,0.00492957860337965,-3.42774433178933
"23",-2.08254281033026,-59.5034107125774,"t4922",-26.6307253647589,-3.62016936940701,-3.40125749238343,0.00506034536172857,-3.70236530078985
"24",1.81895762529889,-72.7839046092028,"t4923",-3.91112284722099,-3.66605980084832,-3.40377451329871,0.00499144996570422,-3.76707173146414
"25",-8.46176513247038,8.90632677942004,"t4924",-1.87769689576874,-3.38378114523918,-3.40304501217587,0.00496632549826271,-3.35881329439537
"26",2.52707975435992,126.374113258864,"t4925",-2.67832640195791,-2.97787399721001,-3.40178754292037,0.00488274238983822,-2.7847353031331
"27",-7.48969217817074,54.025578190994,"t4926",-0.136169803575881,-3.22787264291214,-3.40376603591314,0.00488606463325684,-3.13979356902287
"28",-5.88677241518773,125.016158719344,"t4927",-1.43023447079413,-2.98256637688967,-3.40440027536018,0.00488955154662942,-2.79312732314034
"29",-1.13362983639172,32.7480765186898,"t4928",-1.46326391197205,-3.30139654490975,-3.40637020089354,0.00484997385037897,-3.24754288612768
"30",-3.64387841580329,-70.6927460764003,"t4929",-1.38120146358998,-3.65883385217281,-3.40454391059917,0.00486773912457494,-3.7486577564989
"31",-6.86887274187777,-53.5733151585976,"t4930",1.17580101971385,-3.59967806497371,-3.41614043641692,0.00489342963010944,-3.6782976841972
"32",0.250985685782667,-57.3780981960021,"t4931",-1.31254535453937,-3.61282540245123,-3.41240970105331,0.00493901537587274,-3.6958010102817
"33",-2.3882257350371,-118.476104049252,"t4932",0.317391474102513,-3.82394811148859,-3.41774339175504,0.00491188455995949,-3.99968433795872
"34",-3.36866690508058,-66.7590336683992,"t4933",-4.39154097856905,-3.64524100231539,-3.41495409937034,0.00494919691662024,-3.74535770295852
"35",-9.30383583012056,48.9306835916497,"t4934",-2.14836731765833,-3.24547793027057,-3.41967481031074,0.00506453321389949,-3.17186373808202
"36",1.93973358534245,46.8760779994136,"t4935",-0.329712241738332,-3.25257757112756,-3.4212645937777,0.00493163183533556,-3.19008903520012
"37",-5.87932785895673,-28.4476990174413,"t4936",-0.716738032379181,-3.5128570947657,-3.42231813763983,0.00505035941721479,-3.56598924227065
"38",-12.1688381060176,-93.593082189178,"t4937",-8.6581942085766,-3.73796542006077,-3.42273572237415,0.00520311952746893,-3.90971171594867
"39",11.1344306190419,61.0391892021483,"t4938",-2.85086300008341,-3.2036372765343,-3.41496779004041,0.00510541792429686,-3.10333721940321
"40",-3.3171083011945,-10.1747795025317,"t4939",-5.2940348993138,-3.44971545509786,-3.42083347097929,0.00501803063351545,-3.47189082621226
"41",3.97230987909831,23.404002947717,"t4940",-0.332396640880348,-3.33368476934847,-3.41996134318005,0.00501033807980888,-3.30269937599114
"42",5.95469657705044,-2.78533922260832,"t4941",-1.75277376172302,-3.42418141960226,-3.4163617582635,0.00512432463500539,-3.43063474065876
"43",1.03843320962764,56.8666314108951,"t4942",-1.08858143678425,-3.21805545094444,-3.41931093590233,0.00512895587783857,-3.12764449247454
"44",3.45067967027066,46.1918147447911,"t4943",-1.94584414788345,-3.25494202656261,-3.4033974080243,0.00495761624713086,-3.17439611676107
"45",-9.31330251219055,-130.619013721825,"t4944",-2.39397867143927,-3.86590764764476,-3.4084346774493,0.0049357000029974,-4.05313094386763
"46",-5.38677771252283,97.1027897406413,"t4945",-3.99805925801776,-3.07902036085925,-3.40769240309789,0.00485417002541552,-2.93633895175465
"47",-0.167515631997513,-29.7114519678814,"t4946",-9.04884692455669,-3.5172239630902,-3.40466837758384,0.00490826674108243,-3.55050010910706
"48",-3.84816564322861,29.6453031083673,"t4947",-7.91666760378278,-3.3121181047834,-3.4032861658097,0.00482174705756048,-3.26034401277644
"49",-2.425098097602,-27.4834355428344,"t4948",-5.77532976150255,-3.50952510521642,-3.39901597428984,0.00490011076784439,-3.53368785273064
"50",-7.73210254108481,32.3936010619998,"t4949",-0.477139254574633,-3.30262142643671,-3.39488394377321,0.0049000329857231,-3.23615423004305
"51",1.79264587440385,-14.2864897535389,"t4950",-2.70488910137133,-3.46392337227693,-3.40464690165793,0.00490391984359293,-3.47470670225559
"52",-13.2548647183221,-167.50217063381,"t4951",67.8687030912523,-3.99335652091587,-3.40779309421385,0.00509247251257285,-4.26079329396281
"53",-0.362196482423224,4.60012597219333,"t4952",-5.66042566672734,-3.39866111991895,-3.4028955232139,0.00511411615197257,-3.3793699446784
"54",6.05330844456044,-120.180911807485,"t4953",-4.11228748331746,-3.82983903423278,-3.41411745913076,0.00500142198154747,-4.01519291320713
"55",-1.92019152884733,-78.9820990138358,"t4954",2.99965430607295,-3.68747751449661,-3.39994049623388,0.00481715993504075,-3.78040989918875
"56",7.78445382099197,-78.3381806975246,"t4955",-6.49399914576551,-3.68525247003829,-3.40825604283421,0.00486888936022262,-3.78967597733159
"57",4.00256215004273,111.553682793181,"t4956",-2.75502624946243,-3.02908564291462,-3.40870092519283,0.00511432418795811,-2.83817922702785
"58",0.366611973980199,-28.9046274474096,"t4957",-5.60420437484126,-3.51443600011005,-3.40740767926536,0.00508136171604589,-3.55428254659319
"59",-4.93551094345901,-48.8527666042198,"t4958",-2.41088742316262,-3.58336632148839,-3.40509255394255,0.00515485384275751,-3.65692142560165
"60",-4.06226405725984,69.2343435782285,"t4959",-30.3674703218558,-3.17531911510341,-3.40346117382266,0.00494757000078765,-3.06091941251079
"61",-3.9841242733027,27.2136099430454,"t4960",-1.73189365848309,-3.32052076279885,-3.39967903210237,0.00490302707281415,-3.26624996580261
"62",-4.12378908585208,-100.630589541505,"t4961",-2.97064840001107,-3.76228335967835,-3.4044411604902,0.00502589062197146,-3.91019949675031
"63",-3.08422055969441,24.6842495875525,"t4962",-14.173581679333,-3.32926090747175,-3.40271215073196,0.00507724170662241,-3.27738424922936
"64",2.68693137118138,114.903762532446,"t4963",-2.5636264634871,-3.01750952189124,-3.40787787372548,0.00510585508557216,-2.82119591344782
"65",1.4176270703784,80.6139616458071,"t4964",-3.4729711661158,-3.13599711497123,-3.40445313346869,0.0051048954081223,-2.99292729083246
"66",6.18192743930631,134.763501958406,"t4965",-1.29373770607514,-2.94888466368465,-3.41234227122343,0.00507125720244591,-2.72892189129003
"67",6.71037268819906,88.3062267928652,"t4966",-1.37922308822498,-3.10941667533493,-3.41684926551233,0.00516570312798949,-2.96068551354748
"68",-4.16470086216344,-53.3739073556221,"t4967",-2.01465117211769,-3.59898901604356,-3.41248199092288,0.00507533562042351,-3.68337248412605
"69",-10.0381039228499,12.1152998966013,"t4968",-2.4712505719028,-3.37269261479918,-3.41197886858854,0.00506668497548853,-3.35059446062889
"70",4.84199342171791,-19.5390738475417,"t4969",-2.08587631438327,-3.48207355194132,-3.41235856364996,0.0051375146646425,-3.51274084207524
"71",1.87743903830868,-61.8267254257875,"t4970",-2.62123217130678,-3.62819752825359,-3.41142308090414,0.00523531910705383,-3.73510571785234
"72",-1.04401212221511,61.2358476108006,"t4971",-0.821570279106973,-3.20295772807097,-3.40960001653915,0.00516011400232456,-3.09361606183844
"73",5.01930966650961,10.227061182546,"t4972",-2.71090214726062,-3.37921737885741,-3.40782532682886,0.0050481418731551,-3.35619767103393
"74",6.50051378996182,0.332839695037928,"t4973",-1.50815100462449,-3.41340662636371,-3.41489512832633,0.00513622350353996,-3.41318558926177
"75",6.12699061530789,-56.4941823892715,"t4974",-1.58067959707315,-3.60977105236121,-3.42793559342709,0.00518809799523548,-3.72103294782333
"76",-7.85979452577712,-57.0137703691866,"t4975",-0.439308051489671,-3.61156647629315,-3.41484315355912,0.00517957492714642,-3.71015024906544
"77",-0.376109485408442,135.04246443827,"t4976",-1.19146359131869,-2.94792071545678,-3.42054455798279,0.00503198248801414,-2.74101324179114
"78",6.58359979487693,-74.3360560567953,"t4977",-3.78302050944803,-3.67142322333447,-3.41525095830096,0.00500125207929683,-3.78702431322173
"79",-2.82061874720665,6.60580477321614,"t4978",-3.99218075926725,-3.3917305444277,-3.41267946924753,0.0049594772294732,-3.37991813089242
"80",6.14168607083774,86.5408243147369,"t4979",-1.24679261239837,-3.11551698169548,-3.41513570268922,0.00501858245317058,-2.98082344030037
"81",2.78232299774608,75.3624035962648,"t4980",-2.84772531692909,-3.15414374916334,-3.4262849222084,0.0052022702042458,-3.0342293354592
"82",0.656422421798359,-20.1618847708482,"t4981",-0.675201714071034,-3.48422566030411,-3.42784247321839,0.00516432741028599,-3.53196504738351
"83",-1.68105306588583,44.2494902602429,"t4982",-2.64885787271459,-3.26165368271702,-3.42443161550002,0.00538067311867374,-3.18633957274172
"84",-1.4808304677103,31.1001518682137,"t4983",-1.76207701213159,-3.30709090942524,-3.41076369756001,0.00511509100306178,-3.25168359054505
"85",-1.07300190648959,-66.9205026156439,"t4984",-3.18365411139131,-3.64579895443005,-3.41894449844197,0.00525202501231771,-3.77041265201621
"86",-0.743802127718046,18.4464402988514,"t4985",-1.78084030152598,-3.35081550941166,-3.4204340503636,0.00521186971720482,-3.32429360677979
"87",6.14195201745323,69.9476176392399,"t4986",-2.05976615982398,-3.17285441351547,-3.41401768219692,0.00512934423440818,-3.0552322729485
"88",3.13417302464453,-2.68056727419859,"t4987",3.95183580988432,-3.42381938262134,-3.41155311931584,0.00513185120672761,-3.42530939171665
"89",-5.42000313200584,56.7932885692001,"t4988",-2.04214790916905,-3.21830888539309,-3.41145150277783,0.00507585444225515,-3.12317703670358
"90",-4.82724855816638,-40.2899415658738,"t4989",-0.93586623639181,-3.55377768281087,-3.42430584025547,0.00516161365296973,-3.63226695271924
"91",-7.69562163355832,110.575165238248,"t4990",-2.22998450928575,-3.03246688710014,-3.42503432515634,0.00518262447147587,-2.8519647678551
"92",-3.0814058599516,-64.3745067684361,"t4991",-2.54391615687744,-3.63700132621038,-3.41580469733961,0.00519606631083464,-3.75029890323568
"93",0.223035805686944,-44.0857675873782,"t4992",-1.69002292143901,-3.56689406953255,-3.42147297684846,0.00520384653084914,-3.65088854556786
"94",3.70152369367903,200.069404210381,"t4993",-1.66935190115565,-2.7232216685178,-3.42400332308538,0.00529122432113677,-2.36539122561207
"95",-0.775678400634446,174.164364162515,"t4994",0.661000049371846,-2.81273591953547,-3.41991187730221,0.00526075669433106,-2.50367553262035
"96",3.37745765719755,-17.3021412522763,"t4995",-0.0863357714390944,-3.47434388445298,-3.41628595201727,0.00515672743084824,-3.50550837842529
"97",-1.86507905734869,-98.210584528339,"t4996",-3.40504939104237,-3.75392108979526,-3.42734539131557,0.00520948411665887,-3.93897187150373
"98",-5.56514252692184,-235.910595191058,"t4997",-9.12106828309486,-4.22974020826883,-3.42573343783239,0.00512116069650076,-4.63386950581294
"99",-4.01822657656376,-25.0886122553674,"t4998",-2.25270162514267,-3.50124985018878,-3.42706443782519,0.00520319484749715,-3.55760537584317
"100",-3.72976882221979,36.7588326129706,"t4999",-2.89030864121552,-3.28753747242306,-3.42070199213449,0.00519378835915349,-3.22978439521317
"101",-12.5313504796577,88.5798752964633,"t4900",-1.94733053939957,-3.10847108942592,-3.41827547903509,0.00520588687025545,-2.95713866926036
"102",-0.417640379668047,-17.8793269385571,"t4901",-1.11323114454959,-3.47633833589216,-3.42233727721574,0.00520637869210352,-3.5154238240178
"103",-5.33338056825602,38.4171886940662,"t4902",-2.89267812319311,-3.28180706234666,-3.42074677880847,0.0052013529983007,-3.22092541920831
"104",-2.13817646146276,-59.4298827974076,"t4903",-2.54726412135065,-3.61991529544136,-3.41757912852966,0.00509845325581566,-3.72057960797084
"105",-5.31918851901023,-70.9689707539925,"t4904",-193.720191989079,-3.65978833998992,-3.42872763978961,0.00525504612263759,-3.80167285437796
"106",-9.45920248882114,-43.1028715195418,"t4905",-0.0933093203262496,-3.56349769549962,-3.43385263023404,0.00522212354466744,-3.65894115043902
"107",3.32718543599059,-76.5879139294045,"t4906",-207.952113256594,-3.67920446476441,-3.43237122080212,0.00526557722611151,-3.83565079618418
"108",7.86973943805345,144.639689175212,"t4907",16.1966462364292,-2.9147577331727,-3.43060131465461,0.00532424596513182,-2.66050403316557
"109",-3.17951806817585,47.6663575142785,"t4908",-2.19591920376474,-3.24984677902158,-3.43650822915036,0.00527263705622731,-3.1851808261852
"110",2.89826656549642,165.340730002751,"t4909",-2.12329158936192,-2.84322577794162,-3.43850595560644,0.00532962225268795,-2.55730232170811
"111",-3.17924356291934,198.070078189816,"t4910",-2.58004223132622,-2.73013029212696,-3.43473269676319,0.00527111306237452,-2.39068292035131
"112",-1.89269069895942,-55.84514447732,"t4911",-2.36616177037943,-3.60752831726166,-3.43832940478188,0.00532475511667299,-3.73569112357883
"113",-6.40744750796798,66.6988373376789,"t4912",0.0284065631937738,-3.18408049673626,-3.43580754127575,0.00530499242138214,-3.08197071468436
"114",4.48413142894449,3.92015206509765,"t4913",-2.80262171860498,-3.40101075361543,-3.43462065972267,0.0053920421981141,-3.41348303436464
"115",-9.38711638811008,-44.3842523615922,"t4914",-2.1664319779422,-3.56792547658518,-3.43757230291141,0.00519729221850129,-3.66825023233431
"116",2.69069314872766,35.4933594364302,"t4915",-0.0686363375262531,-3.29191028494802,-3.44177882682289,0.00519817530044762,-3.25727812247053
"117",4.22846447477774,-104.531608913525,"t4916",-2.71965799567093,-3.77576323952592,-3.44271441250625,0.00532354576983141,-3.99919321695152
"118",-1.78876802786744,-75.6964854987084,"t4917",0.972885731355603,-3.6761241549806,-3.44020210736004,0.00527294650074321,-3.83934562568901
"119",-0.460005010576546,-142.64331392764,"t4918",-0.350651981807442,-3.9074573316038,-3.43600653457152,0.0053377728509081,-4.19740414301804
"120",-1.38980639452177,-44.4995424861446,"t4919",-2.81970182815575,-3.56832385887411,-3.43124686266267,0.00522383080887447,-3.66370494368261
"121",3.11795321420248,49.9722990967169,"t4920",-1.40526251261782,-3.24187865261602,-3.43275213546913,0.0052177915251935,-3.17200709674785
"122",-4.21136826481556,-4.65390261227771,"t4921",-1.25157340554072,-3.43063819604407,-3.43347558966979,0.00506962401198356,-3.45706912610242
"123",-2.08254281033026,-59.5034107125774,"t4922",-26.6307253647589,-3.62016936940701,-3.4287055147698,0.00496649007866238,-3.72422861372038
"124",1.81895762529889,-72.7839046092028,"t4923",-3.91112284722099,-3.66605980084832,-3.43457729383341,0.00506851983467054,-3.80348395798992
"125",-8.46176513247038,8.90632677942004,"t4924",-1.87769689576874,-3.38378114523918,-3.43056826319886,0.00511862537565307,-3.38498011294186
"126",2.52707975435992,126.374113258864,"t4925",-2.67832640195791,-2.97787399721001,-3.42645599547632,0.00517477783880372,-2.77249803478588
"127",-7.48969217817074,54.025578190994,"t4926",-0.136169803575881,-3.22787264291214,-3.42234763136414,0.00514125105375371,-3.14458857056004
"128",-5.88677241518773,125.016158719344,"t4927",-1.43023447079413,-2.98256637688967,-3.42585193542186,0.00540194457117635,-2.75052157551858
"129",-1.13362983639172,32.7480765186898,"t4928",-1.46326391197205,-3.30139654490975,-3.42151250305766,0.00528146001505857,-3.24855484635412
"130",-3.64387841580329,-70.6927460764003,"t4929",-1.38120146358998,-3.65883385217281,-3.42524608397274,0.00527639652263677,-3.7982490435459
"131",-6.86887274187777,-53.5733151585976,"t4930",1.17580101971385,-3.59967806497371,-3.41321763738837,0.00515965175290347,-3.68963728685528
"132",0.250985685782667,-57.3780981960021,"t4931",-1.31254535453937,-3.61282540245123,-3.42017913253599,0.00503950914091014,-3.70933658288278
"133",-2.3882257350371,-118.476104049252,"t4932",0.317391474102513,-3.82394811148859,-3.42008181386557,0.00510197823803041,-4.02454431845148
"134",-3.36866690508058,-66.7590336683992,"t4933",-4.39154097856905,-3.64524100231539,-3.41742106316842,0.00510164038773173,-3.75800164557707
"135",-9.30383583012056,48.9306835916497,"t4934",-2.14836731765833,-3.24547793027057,-3.41571292987726,0.0051509918322278,-3.16367137835134
"136",1.93973358534245,46.8760779994136,"t4935",-0.329712241738332,-3.25257757112756,-3.41265208077143,0.00511848271514229,-3.17271768577777
"137",-5.87932785895673,-28.4476990174413,"t4936",-0.716738032379181,-3.5128570947657,-3.41810564946593,0.00509619159268383,-3.56308057402981
"138",-12.1688381060176,-93.593082189178,"t4937",-8.6581942085766,-3.73796542006077,-3.41567999441572,0.00515988751581224,-3.89860977077005
"139",11.1344306190419,61.0391892021483,"t4938",-2.85086300008341,-3.2036372765343,-3.41484659667986,0.00518158937573188,-3.09856658240672
"140",-3.3171083011945,-10.1747795025317,"t4939",-5.2940348993138,-3.44971545509786,-3.42136698201114,0.00520285671776759,-3.47430490189769
"141",3.97230987909831,23.404002947717,"t4940",-0.332396640880348,-3.33368476934847,-3.41237017969662,0.00512347489815181,-3.29246035807772
"142",5.95469657705044,-2.78533922260832,"t4941",-1.75277376172302,-3.42418141960226,-3.4050158606419,0.00510351879048665,-3.41923089170236
"143",1.03843320962764,56.8666314108951,"t4942",-1.08858143678425,-3.21805545094444,-3.40548894981859,0.00511621200358639,-3.11454720759064
"144",3.45067967027066,46.1918147447911,"t4943",-1.94584414788345,-3.25494202656261,-3.40677184495534,0.00512915062313952,-3.16984706957315
"145",-9.31330251219055,-130.619013721825,"t4944",-2.39397867143927,-3.86590764764476,-3.40232675560802,0.00516226806890855,-4.07661711933652
"146",-5.38677771252283,97.1027897406413,"t4945",-3.99805925801776,-3.07902036085925,-3.40100462555782,0.00494562796555575,-2.92077035308303
"147",-0.167515631997513,-29.7114519678814,"t4946",-9.04884692455669,-3.5172239630902,-3.39776809754709,0.00502649166693418,-3.54711246327617
"148",-3.84816564322861,29.6453031083673,"t4947",-7.91666760378278,-3.3121181047834,-3.40603650804652,0.00512557981507536,-3.25408714082248
"149",-2.425098097602,-27.4834355428344,"t4948",-5.77532976150255,-3.50952510521642,-3.40967125818202,0.00522196228035271,-3.5531887219212
"150",-7.73210254108481,32.3936010619998,"t4949",-0.477139254574633,-3.30262142643671,-3.40894624245915,0.00520834756163337,-3.24022910935536
"151",1.79264587440385,-14.2864897535389,"t4950",-2.70488910137133,-3.46392337227693,-3.41002002827092,0.00518598109028814,-3.48410949397937
"152",-13.2548647183221,-167.50217063381,"t4951",67.8687030912523,-3.99335652091587,-3.42301879689658,0.00525604601081737,-4.30341791265967
"153",-0.362196482423224,4.60012597219333,"t4952",-5.66042566672734,-3.39866111991895,-3.40589627957016,0.00505885503327338,-3.38262490914204
"154",6.05330844456044,-120.180911807485,"t4953",-4.11228748331746,-3.82983903423278,-3.41651347233023,0.00512453145082234,-4.03238433467619
"155",-1.92019152884733,-78.9820990138358,"t4954",2.99965430607295,-3.68747751449661,-3.41339799889459,0.00512727554484933,-3.8183609836491
"156",7.78445382099197,-78.3381806975246,"t4955",-6.49399914576551,-3.68525247003829,-3.40701548595754,0.00517828573692825,-3.81267296972044
"157",4.00256215004273,111.553682793181,"t4956",-2.75502624946243,-3.02908564291462,-3.41720338495386,0.00523982979680166,-2.83268107391119
"158",0.366611973980199,-28.9046274474096,"t4957",-5.60420437484126,-3.51443600011005,-3.42177123156004,0.00500998891370287,-3.56658309462627
"159",-4.93551094345901,-48.8527666042198,"t4958",-2.41088742316262,-3.58336632148839,-3.41253146370936,0.00498205325125889,-3.6559185484029
"160",-4.06226405725984,69.2343435782285,"t4959",-30.3674703218558,-3.17531911510341,-3.41009408257028,0.00501476008361027,-3.06290045997922
"161",-3.9841242733027,27.2136099430454,"t4960",-1.73189365848309,-3.32052076279885,-3.41185560965804,0.00507466258151837,-3.27375572157203
"162",-4.12378908585208,-100.630589541505,"t4961",-2.97064840001107,-3.76228335967835,-3.40785020462821,0.0050618918226473,-3.91723136293654
"163",-3.08422055969441,24.6842495875525,"t4962",-14.173581679333,-3.32926090747175,-3.41071848512746,0.00497793545603406,-3.28784188389999
"164",2.68693137118138,114.903762532446,"t4963",-2.5636264634871,-3.01750952189124,-3.41478234349673,0.00517885188780039,-2.81971277599021
"165",1.4176270703784,80.6139616458071,"t4964",-3.4729711661158,-3.13599711497123,-3.41924656266762,0.00509546498366537,-3.00848094390687
"166",6.18192743930631,134.763501958406,"t4965",-1.29373770607514,-2.94888466368465,-3.41375473819342,0.00490205931518359,-2.75313605807145
"167",6.71037268819906,88.3062267928652,"t4966",-1.37922308822498,-3.10941667533493,-3.41331538988326,0.00500586448026286,-2.97126638579482
"168",-4.16470086216344,-53.3739073556221,"t4967",-2.01465117211769,-3.59898901604356,-3.4234614855941,0.00496727142091581,-3.68858417022429
"169",-10.0381039228499,12.1152998966013,"t4968",-2.4712505719028,-3.37269261479918,-3.42484203093475,0.00499300638577363,-3.36435026118546
"170",4.84199342171791,-19.5390738475417,"t4969",-2.08587631438327,-3.48207355194132,-3.41886890546389,0.00506401168196781,-3.51781500368267
"171",1.87743903830868,-61.8267254257875,"t4970",-2.62123217130678,-3.62819752825359,-3.41995231122658,0.0050302616939333,-3.73095691979726
"172",-1.04401212221511,61.2358476108006,"t4971",-0.821570279106973,-3.20295772807097,-3.41631130109447,0.00501202194492226,-3.10939588905322
"173",5.01930966650961,10.227061182546,"t4972",-2.71090214726062,-3.37921737885741,-3.41394888751197,0.00502708982159721,-3.36253653233634
"174",6.50051378996182,0.332839695037928,"t4973",-1.50815100462449,-3.41340662636371,-3.41514435816934,0.00497711958882076,-3.41348777520323
"175",6.12699061530789,-56.4941823892715,"t4974",-1.58067959707315,-3.60977105236121,-3.41629496259656,0.00503281926346947,-3.70061997199925
"176",-7.85979452577712,-57.0137703691866,"t4975",-0.439308051489671,-3.61156647629315,-3.41803774322057,0.00503962411183928,-3.70536571507999
"177",-0.376109485408442,135.04246443827,"t4976",-1.19146359131869,-2.94792071545678,-3.4239105536473,0.00506876843433234,-2.73941157260815
"178",6.58359979487693,-74.3360560567953,"t4977",-3.78302050944803,-3.67142322333447,-3.42638388648025,0.00505860300490836,-3.80242048302219
"179",-2.82061874720665,6.60580477321614,"t4978",-3.99218075926725,-3.3917305444277,-3.41270234955224,0.00518068864169127,-3.37847973179441
"180",6.14168607083774,86.5408243147369,"t4979",-1.24679261239837,-3.11551698169548,-3.42355089659591,0.00536951624032709,-2.95886853498664
"181",2.78232299774608,75.3624035962648,"t4980",-2.84772531692909,-3.15414374916334,-3.41902804312187,0.00531236776473197,-3.01867523958435
"182",0.656422421798359,-20.1618847708482,"t4981",-0.675201714071034,-3.48422566030411,-3.41822888029894,0.00544729448077206,-3.52805660393314
"183",-1.68105306588583,44.2494902602429,"t4982",-2.64885787271459,-3.26165368271702,-3.42402309221664,0.00543344202278558,-3.18359605234979
"184",-1.4808304677103,31.1001518682137,"t4983",-1.76207701213159,-3.30709090942524,-3.43091306618814,0.00553742327677202,-3.25869836132195
"185",-1.07300190648959,-66.9205026156439,"t4984",-3.18365411139131,-3.64579895443005,-3.43356660294147,0.00552291817330855,-3.80316306300435
"186",-0.743802127718046,18.4464402988514,"t4985",-1.78084030152598,-3.35081550941166,-3.43057095351555,0.0055042317050301,-3.32903747197767
"187",6.14195201745323,69.9476176392399,"t4986",-2.05976615982398,-3.17285441351547,-3.42826440898268,0.00558514754883235,-3.03759664377821
"188",3.13417302464453,-2.68056727419859,"t4987",3.95183580988432,-3.42381938262134,-3.4286105020091,0.00548302490540134,-3.44330811913413
"189",-5.42000313200584,56.7932885692001,"t4988",-2.04214790916905,-3.21830888539309,-3.42569574583546,0.00557996449404165,-3.10879121211947
"190",-4.82724855816638,-40.2899415658738,"t4989",-0.93586623639181,-3.55377768281087,-3.42287217709464,0.00556501466625251,-3.64708629281119
"191",-7.69562163355832,110.575165238248,"t4990",-2.22998450928575,-3.03246688710014,-3.42585357276033,0.00564373967895082,-2.80179612519868
"192",-3.0814058599516,-64.3745067684361,"t4991",-2.54391615687744,-3.63700132621038,-3.41993325840772,0.00567703816367721,-3.78538979010003
"193",0.223035805686944,-44.0857675873782,"t4992",-1.69002292143901,-3.56689406953255,-3.42718556861923,0.00547907196170064,-3.66873466171728
"194",3.70152369367903,200.069404210381,"t4993",-1.66935190115565,-2.7232216685178,-3.42274047849659,0.00557181494035026,-2.30799078301021
"195",-0.775678400634446,174.164364162515,"t4994",0.661000049371846,-2.81273591953547,-3.42251680686679,0.00558151861477649,-2.450415166263
"196",3.37745765719755,-17.3021412522763,"t4995",-0.0863357714390944,-3.47434388445298,-3.42685339617124,0.00552834479568201,-3.52250559871742
"197",-1.86507905734869,-98.210584528339,"t4996",-3.40504939104237,-3.75392108979526,-3.42441113793995,0.0055363299832947,-3.96813734174109
"198",-5.56514252692184,-235.910595191058,"t4997",-9.12106828309486,-4.22974020826883,-3.41676515574458,0.00533166259144379,-4.67456085104998
"199",-4.01822657656376,-25.0886122553674,"t4998",-2.25270162514267,-3.50124985018878,-3.42649901876737,0.00545018904579192,-3.56323669845569
"200",-3.72976882221979,36.7588326129706,"t4999",-2.89030864121552,-3.28753747242306,-3.41813379661294,0.00529392399822147,-3.22353533049653
"201",-12.5313504796577,88.5798752964633,"t4900",-1.94733053939957,-3.10847108942592,-3.42206665923177,0.00517860352655213,-2.96334660463995
"202",-0.417640379668047,-17.8793269385571,"t4901",-1.11323114454959,-3.47633833589216,-3.42076926836448,0.00522119474050072,-3.51412071613977
"203",-5.33338056825602,38.4171886940662,"t4902",-2.89267812319311,-3.28180706234666,-3.41684362361106,0.00535455671104486,-3.21113660806977
"204",-2.13817646146276,-59.4298827974076,"t4903",-2.54726412135065,-3.61991529544136,-3.43410512170004,0.00534398277570716,-3.75169739173169
"205",-5.31918851901023,-70.9689707539925,"t4904",-193.720191989079,-3.65978833998992,-3.42096136257132,0.00534130296303669,-3.80002813634329
"206",-9.45920248882114,-43.1028715195418,"t4905",-0.0933093203262496,-3.56349769549962,-3.41883108828166,0.00536859716546528,-3.65023304214488
"207",3.32718543599059,-76.5879139294045,"t4906",-207.952113256594,-3.67920446476441,-3.42873210922773,0.00536763325159456,-3.83982794270547
"208",7.86973943805345,144.639689175212,"t4907",16.1966462364292,-2.9147577331727,-3.42523133734488,0.00537413820259534,-2.64791765813686
"209",-3.17951806817585,47.6663575142785,"t4908",-2.19591920376474,-3.24984677902158,-3.41994327831561,0.00538949794301676,-3.16304554254131
"210",2.89826656549642,165.340730002751,"t4909",-2.12329158936192,-2.84322577794162,-3.41407604872508,0.00531899911808961,-2.53462885165616
"211",-3.17924356291934,198.070078189816,"t4910",-2.58004223132622,-2.73013029212696,-3.42415308825924,0.00507956070547973,-2.41804410215495
"212",-1.89269069895942,-55.84514447732,"t4911",-2.36616177037943,-3.60752831726166,-3.41802706427433,0.0054150343839008,-3.72043044179293
"213",-6.40744750796798,66.6988373376789,"t4912",0.0284065631937738,-3.18408049673626,-3.4218634270506,0.00537404287872501,-3.06342101523681
"214",4.48413142894449,3.92015206509765,"t4913",-2.80262171860498,-3.40101075361543,-3.42007568690376,0.00534529177084232,-3.39912133032974
"215",-9.38711638811008,-44.3842523615922,"t4914",-2.1664319779422,-3.56792547658518,-3.42962211703555,0.00546795496224137,-3.67231320998149
"216",2.69069314872766,35.4933594364302,"t4915",-0.0686363375262531,-3.29191028494802,-3.43299880049241,0.0053914461316,-3.24163826506138
"217",4.22846447477774,-104.531608913525,"t4916",-2.71965799567093,-3.77576323952592,-3.43693775817933,0.00552955132357541,-4.01495065460258
"218",-1.78876802786744,-75.6964854987084,"t4917",0.972885731355603,-3.6761241549806,-3.43460537379713,0.00545468066484134,-3.84750552964337
"219",-0.460005010576546,-142.64331392764,"t4918",-0.350651981807442,-3.9074573316038,-3.42338453873288,0.00547332254409641,-4.20411740461766
"220",-1.38980639452177,-44.4995424861446,"t4919",-2.81970182815575,-3.56832385887411,-3.42524425045312,0.0054395693203096,-3.66730259652857
"221",3.11795321420248,49.9722990967169,"t4920",-1.40526251261782,-3.24187865261602,-3.42583177116796,0.00532914123474139,-3.15952233145681
